u,z_2017,z_2021,z_2025
0.0,,-1.675508439113894,-0.2761113936901948
0.002,,-1.5835731400251554,-0.1279324889278892
0.004,,-1.117055836044543,0.395534933596929
0.006,,-0.5218082636458341,0.6701391686577118
0.008,,-0.3667542357750844,0.6960606390727344
0.01,,-0.3617020696226392,0.5948938345133787
0.012,,-0.07463024588936235,0.3327233362446177
0.014,,0.28926795370971264,0.6658915489126713
0.016,,0.3434275766326563,1.0480200958815367
0.018000000000000002,,-0.03370378114904393,1.3794057883605817
0.02,,-0.2915849152516577,0.8791607994874094
0.022,,-0.39445451729427006,0.07738042229049824
0.024,,-0.4078956164318067,-0.6099651030405069
0.026000000000000002,,-0.5527730427530462,-0.5473021903232099
0.028,,-0.7190632320397549,-0.13406685084968312
0.03,,-0.6406119490571803,0.32181089089758846
0.032,,-0.407707363479184,0.40196660810182766
0.034,,0.056448240405754024,0.1644722666991114
0.036000000000000004,,0.35058006772823597,-0.2153978386699408
0.038,,0.731752817460906,-0.4568923205525156
0.04,,0.6838730975971599,-0.5914706776768495
0.042,,0.8855126962027391,-0.7088042066240045
0.044,,0.8165724897063197,-0.8399726212103137
0.046,,0.838526271512347,-0.8986997347153249
0.048,,0.7900035919378127,-0.8904113220817899
0.05,,0.8407679591575767,-0.8662722507775245
0.052000000000000005,,0.9370832572060553,-0.8344162963431131
0.054,,1.0223549930150895,-0.7939773063465899
0.056,,0.6679399199927214,-0.6885659193332168
0.058,,0.2619114668555729,-0.6475975971748704
0.06,,-0.0951950245859349,-0.45568941412062425
0.062,,-0.05017178664690529,-0.016635037609972453
0.064,,-0.39974554075055296,0.4654355481951903
0.066,,-0.5311930515067051,0.8182710416441198
0.068,,-0.47396271528670636,0.8017127393171078
0.07,,-0.45189427221717265,0.7031478580726136
0.07200000000000001,,-0.692558893202802,0.6612310117340312
0.074,,-0.7903633692288025,0.6717719197232337
0.076,,-0.27519352888952975,0.7554770750039911
0.078,,0.6307361142758425,0.7752435602543354
0.08,,1.1710262086652434,0.67797133982601
0.082,,0.8082202013625098,0.5232417036076775
0.084,,-0.008909436574471897,0.43799311806433694
0.08600000000000001,,-0.75432446730952,0.49543497249305996
0.088,,-1.1488022611368478,0.5315328004619964
0.09,,-1.1738557687789253,0.5411700490940481
0.092,,-0.9505999524537685,0.6027219476082006
0.094,,-0.7677246346396329,0.8552929260406841
0.096,,-0.7833905113024988,1.0118412999883022
0.098,,-0.9059404674045937,0.7500567833472815
0.1,,-1.0417216708416361,0.3566652960259923
0.10200000000000001,,-0.40145185856886556,0.13299276353934972
0.10400000000000001,,0.1698999930344013,0.14947032745283506
0.106,,1.1259128880997542,-0.11757325425580442
0.108,,1.0988701216860892,-0.3554272970243628
0.11,,0.8527310265129348,-0.6659985670523709
0.112,,0.33125747245647297,-0.689753396246192
0.114,,0.06810874731480877,-0.5956509327313304
0.116,,-0.1032742552908114,-0.24964827006160134
0.11800000000000001,,-0.26855688261292543,-0.014187726381103605
0.12,,-0.4525737361599606,-0.04160706746574334
0.122,,-0.6328295964362539,-0.10671503456404209
0.124,,-0.7542985477306497,-0.05078786604831512
0.126,,-0.7641495755879782,0.1333331171758498
0.128,,-0.7770189753063594,0.2234081339472284
0.13,,-0.7200358312975915,0.2004161176342998
0.132,,-0.550821465349278,0.0805886523037158
0.134,,-0.33197383040686224,-0.03583127402202826
0.136,,-0.14828485954418238,-0.04827709062763169
0.138,,0.005526993774894337,0.08965897589021149
0.14,,0.15890603504267883,0.23841758882973704
0.14200000000000002,,0.18518643430717138,0.29180380007090806
0.14400000000000002,,0.144881149546064,0.3517823786568615
0.146,,0.1227754630010951,0.44928277194340993
0.148,,0.20352299505709953,0.6074512198538246
0.15,,0.4233630853453205,0.6159279267775636
0.152,,0.5105654308762153,0.2602977850804232
0.154,,0.5516324433040413,-0.439246444967297
0.156,,0.5466603541325084,-1.1091598256887805
0.158,,0.569141468964555,-1.4730787400101222
0.16,,0.4554510174869889,-1.6459824321601049
0.162,,0.32900391049651595,-1.5859938804599993
0.164,,0.21869160206511845,-1.5201158906992356
0.166,,0.2590300616042916,-1.2183488279299228
0.168,,0.02937582490195769,-1.0681712264842154
0.17,,0.0024945565194993066,-0.9246950414089686
0.17200000000000001,,0.4750931416093771,-0.751687641367029
0.17400000000000002,,1.216347449259911,-0.4299034108962449
0.176,,1.6897840381951943,0.20090386201181978
0.178,,1.724721824817604,0.6950733265282624
0.18,,1.5211225080809354,0.9697936887896124
0.182,,0.9925089587175742,0.8962085921088963
0.184,,0.5175933570188245,1.015398205602601
0.186,,-0.12192549540000974,1.2466835494871304
0.188,,-0.35633793754783494,1.425777648458445
0.19,,-0.5996865449420021,1.3029883603956944
0.192,,-0.3253187716063783,1.142469735256462
0.194,,-0.3353891106256322,0.8257900578649646
0.196,,-0.40266801922743833,0.5292101695149366
0.198,,-0.4300745601507353,0.31868548241632694
0.2,,-0.21807265599775283,0.24682787672174525
0.202,,0.21608675133897917,0.33753194271649967
0.20400000000000001,,0.7288269215691393,0.42531742791114824
0.20600000000000002,,1.539349356271695,0.5029787992436051
0.20800000000000002,,1.8258504747058553,0.54621948998574
0.21,,1.3166950194160367,0.5374765442057853
0.212,,0.36546601021239716,0.4168534954334108
0.214,,-0.6651501925774144,0.23234737218210283
0.216,,-1.0636202009803648,-0.07288587485130482
0.218,,-1.2719711743277067,-0.5109986150785539
0.22,,-1.2017962675052605,-0.932764479201938
0.222,,-1.0096575421173672,-1.291644880169637
0.224,,-0.5478855939136427,-1.256707385132354
0.226,,-0.04686666327703504,-0.9832150604075629
0.228,,0.03988958734990418,-0.6949250156754684
0.23,,0.11923479047622774,-0.5634078265416491
0.232,,-0.025112413083209516,-0.5375461077295101
0.234,,0.16306980044355412,-0.3442450133251464
0.23600000000000002,,0.6588991935272472,-0.14538660579399276
0.23800000000000002,,1.1952937895118034,-0.07274674211762351
0.24,,1.3465041045211719,-0.20940956160721302
0.242,,0.7111161849600987,-0.2593818599910112
0.244,,-0.20614576917483324,-0.17705320681271625
0.246,,-1.3472683489345014,0.03499951161420661
0.248,,-1.4038157984065112,0.18032780637445653
0.25,,-1.2005744702651497,0.14642104548130247
0.252,,-0.38610714674429547,0.19075307094437974
0.254,,-0.18485433046517594,0.2757290812242617
0.256,,-0.11319007073725554,0.8420246617348471
0.258,,-0.028759712551049026,1.2131900409362886
0.26,,-0.03856624670095975,1.4741071539715564
0.262,,-0.24074954471171298,1.1682123177216726
0.264,,-0.5636307795019505,0.5243676282088384
0.266,,-0.6469738311306155,0.11093634128431926
0.268,,-0.48961234660792635,-0.11695914401715715
0.27,,-0.6166787472042405,0.09582718689365587
0.272,,-0.9337616865894192,0.1153507820016593
0.274,,-1.0539429991700473,-0.06746116224298207
0.276,,-0.5737481251125922,0.0059987431978241745
0.278,,-0.0745864907819474,-0.12757596575242333
0.28,,0.28953645884004864,-0.024133298741852133
0.28200000000000003,,0.4766004262285849,-0.3060594191006884
0.28400000000000003,,0.5078951186987921,-0.7254536405145835
0.28600000000000003,,0.3499785235916911,-1.1321581653771684
0.28800000000000003,,0.03577783442370602,-1.3535083379768924
0.29,,-0.22544641533530257,-1.1157565008219057
0.292,,-0.2943284097458286,-0.8018933019617128
0.294,,-0.15951364451644795,-0.6511465216575566
0.296,,-0.19842617754886524,-0.6247118962780168
0.298,,0.12132851388377587,-0.5336917039337857
0.3,,0.838087969462459,-0.3514164887124671
0.302,,1.3828696468587849,-0.36579370675214357
0.304,,1.272695005328433,-0.6709736290893162
0.306,,0.7578199119407563,-0.9494164574123561
0.308,,0.35842709407507045,-0.9624736963014959
0.31,,-0.03853182434807878,-0.6740504933179134
0.312,,-0.25397503151136536,-0.20601539713166628
0.314,,-0.6294568775204643,0.33748398681450276
0.316,,-0.7264674212820174,0.7408746219918286
0.318,,-0.7347473186057651,0.9700686620986084
0.32,,-0.8308141404436038,1.1173124841592055
0.322,,-0.8983525638796361,1.1578513161582564
0.324,,-0.7798682636631868,1.1293173118296058
0.326,,-0.27673435200065494,1.149197941520826
0.328,,0.13218465771407778,1.3101058960203096
0.33,,0.41855435423714304,1.4883751764551771
0.332,,0.24147341039138148,1.4452335012143656
0.334,,0.19411592372961162,1.0675496046915964
0.336,,0.10245248642761397,0.3374812752763611
0.338,,0.09122520673290861,-0.5405582344274213
0.34,,0.08629787953273027,-1.2018702154400287
0.342,,-0.05619610193829249,-1.313140392101244
0.34400000000000003,,-0.23246084411741164,-1.171413661572222
0.34600000000000003,,-0.30610623499728573,-0.9550613036710317
0.34800000000000003,,-0.2627604324039226,-0.9262920554798618
0.35000000000000003,,-0.3182078933241051,-0.8981701169252247
0.352,,-0.2980137482002479,-1.09295463492127
0.354,,-0.012378706183340527,-1.1864571058226625
0.356,,0.4152753570507099,-1.1545725460099017
0.358,,0.843533142700538,-0.8127475368893469
0.36,,1.0017501094258747,-0.5138581543633192
0.362,,0.7928168364047308,0.11100835879423748
0.364,,0.19397817712684667,0.5410600135747174
0.366,,-0.2336552348447976,0.9709883132371812
0.368,,-0.14716411669731336,0.8656856518516607
0.37,,0.3874445313898607,0.9072456408509832
0.372,,0.7468045803663259,0.9856001517000601
0.374,,0.8928832201203419,1.39163783383771
0.376,,0.8735045097930686,1.5093678343036063
0.378,,0.5862702506608917,1.4385228299912711
0.38,,0.4102733388519111,0.8164381835300067
0.382,,0.2550368677100559,0.2965515764874327
0.384,,0.12537091839932157,-0.334639170845879
0.386,,-0.291879919718613,-0.6668335291416703
0.388,,-0.6238319562343903,-0.8494256514484754
0.39,,-0.8576548999154827,-0.6928176952677726
0.392,,-1.0398777066282028,-0.4359639678538775
0.394,,-0.9321527427597027,-0.22801018455672986
0.396,,-0.6300611687660114,-0.23791681296592923
0.398,,-0.45260482051170786,-0.42097665051409106
0.4,,-0.11971375213116013,-0.6674884334049405
0.402,,0.26581630977272996,-0.83903528465283
0.404,,0.5201317086974034,-0.9833719606240545
0.406,,0.4612599288214752,-1.1200734434375106
0.40800000000000003,,0.19413779496170241,-1.029419226143052
0.41000000000000003,,-0.12079686340084941,-0.6397435621620983
0.41200000000000003,,-0.43072826194506636,-0.12818418908243165
0.41400000000000003,,-0.543387565963425,0.2960473303462432
0.41600000000000004,,-0.6577225309580393,0.5517181591240055
0.418,,-0.5828211738482417,0.7696504282944818
0.42,,-0.4954066817198853,0.9404047230252481
0.422,,-0.3738254210325759,0.9166458610978665
0.424,,-0.2879803018343745,0.739733529402353
0.426,,-0.29227134850962244,0.42112817007239933
0.428,,-0.36919430612841314,0.21465357593914886
0.43,,-0.4281541559681211,0.07507652423366909
0.432,,-0.2513325294588059,0.0003939498585662309
0.434,,0.10312539791948028,-0.04571444481127688
0.436,,0.4725033612972648,-0.2245530769480676
0.438,,0.6645531285788033,-0.3946397435912941
0.44,,0.7745083927743679,-0.35256469350089575
0.442,,0.8258904325879514,-0.22207088294671642
0.444,,0.8401227566177382,0.014155536814751707
0.446,,0.7357691696033217,-0.09223448663421913
0.448,,0.38800541145256195,-0.11290660341764663
0.45,,0.030180612111786576,-0.249496230927707
0.452,,-0.002006214185589855,0.00764975545874017
0.454,,0.09917357488216658,0.13667269036556903
0.456,,0.17633158591885434,0.35919958245721817
0.458,,0.0771410883664086,0.3324877459420141
0.46,,0.16332860169196506,0.38253004670511453
0.462,,0.5212379917442351,0.348473196964163
0.464,,0.6609896262693755,0.16846181896960136
0.466,,0.08332520866713719,0.2096657730370003
0.468,,-0.5013576500986211,0.3134909696608271
0.47000000000000003,,-0.4467496573755631,0.7315597602227368
0.47200000000000003,,-0.09839964294987158,1.0151413337480635
0.47400000000000003,,0.08034160124911902,1.3090366316098583
0.47600000000000003,,-0.2019968308951165,1.0547193809720048
0.47800000000000004,,-0.3015000570814176,0.5359157221779767
0.48,,-0.37219904128669334,0.20529972906513902
0.482,,-0.26939069062126153,0.3066167697314197
0.484,,-0.4618465096637374,0.6666246086304226
0.486,,-0.5102108560004955,0.8446538357175406
0.488,,-0.2283569511992241,0.9302999533270584
0.49,,0.17732206308209672,1.0357266606883495
0.492,,0.4331668722056472,1.1079382615994322
0.494,,0.4543520763741601,0.902769446341221
0.496,,0.3592075273261036,0.35354024354621133
0.498,,0.2900816835083724,-0.2143161539316817
0.5,,0.3292309217683978,-0.6137584369701464
0.502,,0.46136215704669836,-0.8711087018179198
0.504,,0.4984894608116839,-0.9952440026606452
0.506,,0.6138439776350051,-0.9220092744222994
0.508,,0.6991822895187182,-0.6391023675515983
0.51,,0.6675662872832661,-0.4683003337443583
0.512,,0.5760241437756892,-0.5926360337741335
0.514,,0.6097746514607996,-0.7285272422163025
0.516,,0.8738753626931819,-0.7292938322844453
0.518,,1.240659558129369,-0.6138382964344551
0.52,,1.4233653338231267,-0.5357838319825639
0.522,,1.4109697640384598,-0.527308498497144
0.524,,0.9942250547331323,-0.3692499242728573
0.526,,0.25046607235029195,0.03413171543012458
0.528,,-0.4356692001392044,0.7414984981885245
0.53,,-0.9823617859811327,1.4294262572229082
0.532,,-1.3342538610229853,1.8272613788210186
0.534,,-1.5891813086789135,1.9036465557874485
0.536,,-1.451616817526546,1.2660575529523328
0.538,,-1.3212616945126365,0.5392556998674333
0.54,,-0.992201533244795,-0.4654862520590331
0.542,,-1.0115554382332728,-0.702458061772731
0.544,,-0.9041916242819367,-0.7842176139925962
0.546,,-0.6631790985864855,-0.6588831505059111
0.548,,-0.14972622506207997,-0.963361308758208
0.55,,0.4924950023394778,-1.0695353743661387
0.552,,0.8547514738593376,-0.6324830490207674
0.554,,0.9321113163463736,-0.14094380817922125
0.556,,0.7870682811939644,0.4552699852747854
0.558,,0.9318832302591866,0.3030799136574341
0.56,,1.0380376157699707,0.12695387034241784
0.562,,1.0647713835542452,-0.13671546595893241
0.5640000000000001,,0.7757799474203051,-0.006383445141701749
0.5660000000000001,,0.6591194798156328,0.24852592868592344
0.5680000000000001,,0.5436752912958859,0.47534051490289386
0.5700000000000001,,0.42276579287463306,0.5298274338380913
0.5720000000000001,,0.2416062390146687,0.6570336959825573
0.5740000000000001,,-0.10611564944096524,0.6372419441124522
0.5760000000000001,,-0.6146851147321271,0.5269293740915244
0.578,,-1.175649895897549,0.33317108263954864
0.58,,-1.5219517988673161,0.1952071528722182
0.582,,-1.5140437187048343,0.24922705804931167
0.584,,-1.2225022383392543,0.4940137687878764
0.586,,-0.9763362135913426,0.684543819035898
0.588,,-0.7347833321125491,0.5369460860666584
0.59,,-0.4294545879277766,0.17039643062853752
0.592,,-0.08401160399089445,-0.2160629128436912
0.594,,0.2014321416092541,-0.4353620060774745
0.596,,0.39967004642593496,-0.5373067133260457
0.598,,0.4579500530533211,-0.6882926004743222
0.6,,0.37039656598672366,-0.8167213615496357
0.602,,0.38583422732838857,-0.9384871083911694
0.604,,0.1581381660237449,-0.9403449724396302
0.606,,0.02967689569516732,-0.8870900237063282
0.608,,-0.10600961371121338,-0.8120081281121568
0.61,,-0.016151020577664675,-0.5805476348827923
0.612,,-0.025461564396236834,-0.3705920046078299
0.614,,0.04818263181331913,-0.07216708719226352
0.616,,0.3397023884901619,0.03986619475381541
0.618,,0.8165568408534245,0.20191752264672566
0.62,,1.0178419242689,0.36537809543658645
0.622,,0.7698786563628909,0.45643829499648936
0.624,,0.18685856531137024,0.6087223844234417
0.626,,-0.35480208622074644,0.6670846482712651
0.628,,-0.48660139158774324,0.7290721944466839
0.63,,-0.39706944609056133,0.8460956999006362
0.632,,-0.2781852585361058,0.9705124844773537
0.634,,-0.42773978955283654,0.8304236135011852
0.636,,-0.6513077509191108,0.5473834804199815
0.638,,-0.7073949244914468,0.02672152988122589
0.64,,-0.5043195866917363,-0.12057356084208472
0.642,,-0.25889503852076434,-0.3041069018173713
0.644,,-0.1706263361786006,-0.3343158120145044
0.646,,-0.17777943346556763,-0.05208801702950011
0.648,,-0.1399612188914558,-0.025642909914686363
0.65,,-0.0592152160323971,0.006398296527325969
0.652,,0.169663393599569,-0.1515215958837446
0.654,,0.31448110461880363,-0.06666233859987057
0.656,,0.45076137919485487,-0.0039793768892166514
0.658,,0.5074980378922153,0.03968315460599294
0.66,,0.6746737118747783,-0.0740581295899354
0.662,,0.8979397410037946,-0.40145515007953375
0.664,,1.1390075042365697,-0.7844838639474072
0.666,,1.2757365976784238,-1.0271106109103232
0.668,,1.220790219881424,-1.095491357587428
0.67,,1.1134136663977372,-1.1054060838392832
0.672,,1.0543289949294894,-1.0408732701573382
0.674,,0.9663427605835273,-0.9242291508547653
0.676,,0.7640984274548566,-0.8003562081361343
0.678,,0.5100916864670988,-0.6984539297606639
0.68,,0.08951541279804348,-0.3662071048153056
0.682,,-0.29069954731854825,0.039097310202408156
0.684,,-0.7617539605953323,0.2761630081901944
0.686,,-0.9013949467614119,0.35074763275977916
0.6880000000000001,,-1.3220998518417788,0.4189585201720134
0.6900000000000001,,-1.1030208065843714,0.7555774187817661
0.6920000000000001,,-0.6822249646770868,1.135221155055204
0.6940000000000001,,-0.15142697852931833,1.2888688359697045
0.6960000000000001,,-0.12722996021840782,1.1739522955544492
0.6980000000000001,,-0.46860459332211585,0.8993664032815636
0.7000000000000001,,-0.8599426080325026,0.5658729292881912
0.7020000000000001,,-0.6803788446574116,0.26233392761707863
0.704,,-0.1645254881357533,0.011285165383298077
0.706,,0.4305291635998956,0.0026193917257018307
0.708,,0.8678256636215691,0.16126434844288898
0.71,,1.059497515196518,0.20623340542573368
0.712,,0.9314982468587213,0.2403664006587378
0.714,,0.7152473642012616,0.18997426582342566
0.716,,0.5426578419174202,0.22830197378281455
0.718,,0.3870830805668951,-0.15580177822960306
0.72,,0.28512822444636676,-0.6019861558811151
0.722,,0.20408948794593293,-1.1677885285460186
0.724,,0.032538807684091564,-0.9308255798209732
0.726,,0.07079942273911974,-1.0131276006805725
0.728,,0.37196412784679256,-0.8098154783490927
0.73,,0.617954647809533,-0.8407050682316455
0.732,,0.512218448309917,-0.6510189215688896
0.734,,0.3205288186459577,-0.48847789924953594
0.736,,0.0636140683966126,-0.6204216313897462
0.738,,-0.08000334634054479,-0.6880033949453266
0.74,,-0.3657375426970858,-0.800333077566172
0.742,,-0.8440309601155052,-0.818761836098315
0.744,,-1.2730482747763356,-0.7300307206925427
0.746,,-1.247411691150451,-0.6971219147233052
0.748,,-1.3385685481601843,-0.7325660735765689
0.75,,-1.5939051271467264,-0.46954404671244265
0.752,,-1.528679557301328,0.00910970907754699
0.754,,-0.9262808109502343,0.4953945090139551
0.756,,-0.20852811964903212,0.6026957124903418
0.758,,0.2981961696440911,0.4924391236174511
0.76,,0.4270651432149485,0.33653766483620584
0.762,,0.4764900281783762,0.1787598554944801
0.764,,0.8226972544384599,0.007085464024186833
0.766,,1.1199614283755728,-0.13135136388947022
0.768,,1.3555707998119189,-0.2094428036497201
0.77,,1.3903065218497637,-0.26210094564568026
0.772,,1.2040540536174267,-0.31183409710194565
0.774,,0.8121430988682743,-0.39826736697639625
0.776,,0.45863319200034935,-0.5192312607567265
0.778,,0.36019247941075544,-0.6380001500204221
0.78,,-0.02921293828021504,-0.7461173716108458
0.782,,-0.4609104803988179,-0.681463521017842
0.784,,-0.8002303648174836,-0.3366185321304586
0.786,,-1.0072915445164872,0.16105895652873287
0.788,,-1.2151332490230715,0.6337011841327597
0.79,,-1.2815621416696468,0.7760744741291247
0.792,,-1.360739618853371,0.8227567041337261
0.794,,-1.5103099864785607,0.8409826127150174
0.796,,-1.2725664411642899,0.84736309518496
0.798,,-0.8354011106411079,0.7846012968734732
0.8,,-0.39579757128444737,0.5994247219174608
0.802,,-0.20096090683549378,0.42889554137570285
0.804,,-0.10719434153594154,0.32803791841656127
0.806,,-0.07685643887366114,0.26780032473177073
0.808,,-0.06119843714459,0.24466405610852143
0.81,,-0.028784000951007617,0.2581137908585866
0.812,,0.004736078310025909,0.5139620013076475
0.8140000000000001,,0.0850298097279965,0.3344767860540677
0.8160000000000001,,0.10886562592070556,0.11923513517587987
0.8180000000000001,,0.07351186893297443,-0.28829796472376334
0.8200000000000001,,-0.013247456567388214,-0.13110902575110753
0.8220000000000001,,0.02671936872785697,0.4741151969753856
0.8240000000000001,,0.17044765386077215,0.9712103979422646
0.8260000000000001,,0.4196993080138373,1.1755560636598938
0.8280000000000001,,0.5505370081040185,0.5980977186097242
0.8300000000000001,,0.6813161306948305,-0.053775963566310425
0.8320000000000001,,0.6246739273979047,-0.48145130322810425
0.834,,0.6715554098998615,-0.31235388663262187
0.836,,0.5135638286779625,-0.07661362047283032
0.838,,0.6522868556860933,0.1865378207319406
0.84,,0.7819205706986185,-0.33500745779924
0.842,,0.8375666515637085,-0.8458976110005766
0.844,,0.44499469161497895,-1.1587531867652048
0.846,,-0.14626774732960915,-0.8905671883290276
0.848,,-0.4537774431238251,-0.23593243897724603
0.85,,-0.25111647983323093,0.5634867593063742
0.852,,0.014824183980157224,1.3501399951703685
0.854,,-0.004135547869416348,1.6287837996351273
0.856,,-0.11648133661814873,1.3169542381165782
0.858,,-0.2710237214358536,0.7826508864090582
0.86,,-0.44108974659133726,0.40648688502478103
0.862,,-0.6596740324545202,0.25281636744384184
0.864,,-0.6139933209588867,0.19406445043187553
0.866,,-0.5311696209916094,0.1626932914263422
0.868,,-0.5047265785234885,0.14093181175241898
0.87,,-0.35951195312355533,0.009641079724358487
0.872,,0.28891390055526595,-0.42226183115958615
0.874,,1.0039675913674313,-1.149594922715415
0.876,,1.6015619523197806,-1.6718047895796821
0.878,,1.6726412572776261,-1.5001296787631977
0.88,,1.820882368570099,-1.0326506545841154
0.882,,1.6174328131025681,-0.6586351536679176
0.884,,0.9802865364627708,-0.6895317447995393
0.886,-1.0135796209869106,0.32726743012937126,-0.7163288047301394
0.888,-1.1356333730113504,-0.09816104302341236,-0.6208753427508739
0.89,-0.9049526077470142,-0.3184648205149504,-0.44617554060023984
0.892,-0.7649520467304882,-0.3661442869336956,-0.37552399741194753
0.894,-0.6449407831751662,-0.2369873885966906,-0.4331834379108748
0.896,-0.6627882150694487,-0.017510999432528387,-0.38210886667488103
0.898,-0.6870508275889836,0.24100735768696677,-0.2945098887170168
0.9,-0.6055216248256275,0.5541495222974494,-0.2082078381128663
0.902,-0.4485624878050465,0.5722572177627515,-0.34935344793512385
0.904,-0.39147868390179563,0.46406412461454744,-0.4605228581803942
0.906,-0.27965386163611744,0.1626941605877318,-0.5120633105602352
0.908,-0.0216875511109981,-0.5480860568733664,-0.5120433541782802
0.91,0.51927483050072,-1.0879555955624,-0.43916407698738813
0.912,0.8715241442181237,-0.995420749487736,-0.20112149266736612
0.914,1.0068692766932714,-0.7130122419407902,-0.027395090340437994
0.916,0.9788088118552787,-0.8921374877441217,0.013409416692096405
0.918,0.7573004118347813,-1.0406534024575076,-0.05911031438318816
0.92,0.38712889261946504,-1.0770154057642582,-0.11777239624740538
0.922,0.102733506832692,-1.288804941757232,-0.09120926297041303
0.924,0.059409248266003425,-1.4703628399783824,0.053207824891836814
0.926,-0.00732467101792441,-1.1320456621488657,0.24943765050109706
0.928,-0.14245899104003248,-0.4436886083551052,0.4274889840398182
0.93,-0.3213198483449188,0.1298005411464472,0.520284663394255
0.932,-0.5964318808462463,0.30512559400869416,0.6386521230205336
0.934,-0.7961092199030697,0.3542334956677582,0.7530940946698733
0.936,-0.8080904796230575,0.4226712873732648,0.8369517782860925
0.9380000000000001,-0.8071591481054491,0.5129109101777336,0.765097892469319
0.9400000000000001,-0.7108583567831506,0.43207644640043547,0.6706739552606411
0.9420000000000001,-0.3444099178060501,0.28028850740010863,0.6033970513294094
0.9440000000000001,0.2697929955710718,0.04495850856866371,0.5990631580935332
0.9460000000000001,0.584301867645214,-0.111336913028632,0.6542002164199175
0.9480000000000001,0.5752109171486737,-0.20088905047310854,0.6480642260255671
0.9500000000000001,0.513100610009226,-0.11374690249222749,0.5751286340533374
0.9520000000000001,0.5768567935872984,0.09660282581435863,0.41341872700147253
0.9540000000000001,0.7737485653981434,0.24830636336017495,0.16477562829514644
0.9560000000000001,0.9441481447924256,0.21026356726594092,-0.20840427909935433
0.9580000000000001,0.963489611728687,-0.04468731676814791,-0.7253610457576193
0.96,0.5772813516228561,-0.08771460716524442,-1.1579575533220743
0.962,0.19251725800890718,0.1486098012380399,-1.2409765729500732
0.964,-0.23358407295364902,0.3224562541800648,-1.0556090366775854
0.966,-0.21265055329043328,0.2763423679265065,-0.8817674837602376
0.968,-0.2496651528901111,0.17741947543156134,-0.7386333534864798
0.97,-0.32315886520232256,0.21418335096672603,-0.5452466200393105
0.972,-0.5013794328215517,0.17024174197846664,-0.18286598710224725
0.974,-0.6889798301742743,-0.1183230697036331,0.21013569142328206
0.976,-0.7840648384534764,-0.2265664296928217,0.4092367641126239
0.978,-0.8048019471763197,-0.03187707552129407,0.5523103757806462
0.98,-0.5043180760981121,0.3461528924757663,0.7754275379876376
0.982,-0.10282917957449932,0.27209520190718184,1.0885568094312545
0.984,0.26266153873436343,0.1985370275376551,1.2329040683900245
0.986,0.4233383980041811,0.5089200204191202,1.0629321950011528
0.988,0.5726806821834504,0.82126601839105,0.8092873213850624
0.99,0.7946480961899957,0.8484324277663973,0.7089952051740316
0.992,1.0563935440710461,0.6640666724263539,0.5217764370239317
0.994,1.2458434461530377,0.6441166673390258,0.11789505508799168
0.996,1.243320020767491,0.9760848393890946,-0.08790507782280228
0.998,1.1519970381069087,1.2587652876123205,-0.3260295051246804
1.0,1.04288514397782,1.4611542652896246,-0.3505067457288538
